"37","وباسط خير فيكم بيمينه وقابض شر عنكم بشماليا","باسط خير / قابض شر","طباق سلب","تقابل بين الخير والشر لإبراز تأثير الشاعر الإيجابي والسلبي على الناس."
"37","باسط خير فيكم بيمينه","استعارة","جعل الخير يُبسط باليد اليمنى، تصوير للقوة والكرم والتحكّم بما يناله الناس.",""
"37","قابض شر عنكم بشماليا","استعارة","تصوير الشاعر كحامٍ أو مانعٍ للشر، أي أنّه يقبضه باليد اليسرى، تشخيص للقدرة على الحماية.",""
"37","يمين / شمال","عكس","تقابل اليد اليمنى واليسرى لتوضيح تباين الأفعال بين الإيجاب والسلب.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"38","وإني لَعَفّ الفقر مشتَرَك الغنى سريع -إذا لم أرض داري- انتقاليا","لَعَفّ الفقر / مشتَرَك الغنى","طباق سلب","تقابل بين الفقر والغنى لإبراز تقلب حال الشاعر وسرعة انتقاله بين الحالين."
"38","سريع إذا لم أرض داري","مبالغة","مبالغة في سرعة انتقاله وتقلّب أحواله، لتوضيح كثرة الحركة وعدم الثبات.",""
"38","لَعَفّ / مشتَرَك","مقابلة","مقابلة بين حالتين متضادتين: البؤس والرخاء، لإبراز التناقض في حياته.",""
"38","انتقاليا","استعارة","تصوير الشاعر كأنه ينقل حاله بنفسه بين الفقر والغنى، تشخيص للظروف المتقلبة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"39","جَرِيُّ الجَنان لا أُهال من الردى إذا ما جعلت السيفَ من عن شماليا","جريّ الجنان / لا أُهال من الردى","مبالغة","تصوير الشاعر بالقوة والشجاعة بحيث لا يهاب الموت، مبالغة في وصف الشجاعة."
"39","جعلت السيف من عن شماليا","استعارة","تصوير السيف كأنه يوجّه من جهة محددة، تشخيص للسلاح لإبراز السيطرة والقدرة على الفتك.",""
"39","جريّ / السيف","مقابلة","مقابلة بين النشاط والحركة (جريّ) وبين القوة والهجوم (السيف)، لتوضيح الشجاعة.",""
"39","الردى / شماليا","طباق إيجاب","تقابل بين الخطر (الردى) والموقع الذي يوجّه إليه الفعل (شمال)، لإظهار التباين بين الفعل والنتيجة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"40","وليست لسيفي في العظام بقيةٌ وللسيف أشوى وقعًا من لسانيا","لسيفي في العظام / أشوى وقع من لسانيا","طباق سلب","تقابل بين تأثير السيف المادي وتأثير اللسان، لإبراز قوّة الكلام على بعض الأحيان أكثر من القوة البدنية."
"40","ولسيف أشوى وقع","استعارة","تصوير الكلام كالسيف، أي أنّ أثر الكلام مؤلم وقوي كالضرب بالسيف، تشخيص للمجاز.",""
"40","في العظام / من لسانيا","مقابلة","مقابلة بين الفعل المادي والفعل اللفظي، لإظهار الفرق بين القوة الجسدية والقوة اللفظية.",""
"40","سيف / لسان","جناس التصريف","تقارب لفظي بين سيف ولسان لإضفاء موسيقى إيقاعية على البيت.",""
