"43","بأنواعِ الهُمومِ ليبتلي","ليبتلي","مبالغة","مبالغة في تصوير شدّة الهموم حتى كأنّ الليل يبتليه بها ابتلاءً."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"44","فَقُلْتُ لَهُ لَمَّا تَمَطَّى بِصُلْبِهِ","تمطّى بصلبه","استعارة","صوّر الليل أو الدهر ككائن يتمطّى ويتطاول، للدلالة على امتداد الزمن وثقله."
"44","وأرْدَفَ أعْجَازًا ونَاءَ بِكَلْكَلِ","أردف أعجازًا وناءَ بكلكل","استعارة","صوّر الليل كحيوان عظيم يجرّ أعجازه ويثقل بصدره، مبالغة في وصف الثقل والظلمة."
"44","تمطّى / أردف / ناء","جناس الاشتقاق","تقارب اشتقاقي بين الأفعال الثلاثة يعطي إيقاعًا قويًا ويؤكد صورة الثقل والامتداد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"45","ألَا أيُّها اللَّيْلُ الطَّوِيْلُ ألا انْجَلِي","ألا أيها الليل… انجلي","تضمين (جريان)","تقاطع هذا النداء مع ما قبله في البيت السابق (الليل المتطاول)، واستمرار الصورة نفسها في سياق جديد."
"45","ألَا أيُّها اللَّيْلُ الطَّوِيْلُ","الليل الطويل","استعارة","استعارة في تصوير الليل ككائن يُنادى ويُخاطَب، للدلالة على شدّة وطأته وطوله."
"45","وما الإصْبَاحُ فِيْكَ بأمْثَلِ","ليس الإصباح فيك بأمثل","الرجوع","رجوع إلى نفي الفرج حتى مع الصباح، تأكيدًا لاستمرار الضيق."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"46","فَيَا لَكَ من لَيْلٍ كأنَّ نُجُومَهُ","كأنّ نجومه","تشبيه","شبّه نجوم الليل بشيء مشدود محكم، في صورة قوية الإيحاء بالثبات والكثافة."
"46","بِكُلِّ مُغَارِ الفَتْلِ شُدَّتْ بِيَذْبُلِ","شدّت بيذبل","استعارة","صوّر النجوم كأنها عُقَد أو حبال فُتلت وشُدّت بأوتاد، للدلالة على إحكام الليل وثقله."
"46","مُغار الفتل / شُدّت","جناس الاشتقاق","تقارب اشتقاقي بين ألفاظ تدل على الفتل والشدّ، مما يكوّن إيقاعًا واحدًا للصورة المتخيَّلة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"47","كأنَّ الثُّريَّا عُلِّقَتْ في مَصَامِهَا","كأنّ الثريا عُلّقت","تشبيه","شبّه الثريا بعقد مُعلَّق في موضعه، لإبراز ثباتها وارتفاعها وجمالها."
"47","بأمْرَاسِ كَتَّانٍ إلى صُمِّ جَنْدَلِ","بأمراس كتان إلى صم جندل","استعارة","تصوير النجوم كأنها مربوطة بحبال من كتان إلى صخور صلبة، مبالغة في شدّة ثباتها في السماء."
"47","أمراس / صم جندل","توزيع","توزيع عناصر الصورة بين الحبال والصخور لتقوية المشهد وتشبيه إحكام النجوم بإحكام الربط.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"48","وقِربَةِ أقْوَامٍ جَعَلْتُ عِصَامَهَا","قِرْبَةِ أقوام جعلتُ عصامَها","كناية","كناية عن تحمُّل مسؤوليات قومه وخدمتهم، إذ شبّه نفسه بمن يحمل قربتهم."
"48","على كَاهِلٍ مِنِّي ذَلُولٍ مُرَجَّلِ","كاهلٍ مني ذلول مرجّل","استعارة","شبّه جهده وصبره بالدابة الذلول السهلة القياد، تصويرًا لاحتماله المشاق."
"48","قِربة / عصام / كاهل","توزيع","توزيع لأجزاء الصورة بين القربة وعصامها والكاهل لإبراز ثقل الحمل وتفصيله.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"49","ووادٍ كَجَوُفِ العَيْرِ قَفرٍ قَطَعْتُهُ","كجوف العير","تشبيه","شبّه الوادي الخالي بجوف حمار الوحش الخالي، للدلالة على شدة الخواء والوحشة."
"49","به الذِّئْبُ يَعْوِي كالخَلِيع المُعَيَّلِ","يعوي كالخليع المعيّل","تشبيه","شبّه عواء الذئب بعواء رجل خالع فقير مُثقل بالديون، للدلالة على شدّة الاضطراب والوحشة."
"49","الذئب يعوي / الخليع المعيّل","توزيع","توزيع بين صوت الذئب وصوت الإنسان المضطرب لزيادة قوّة الصورة الموحشة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"50","فقلتُ له لمَّا عَوَى","لما عوى","كناية","كناية عن استحضار صوت الذئب للتعبير عن شدة الوحشة في المكان."
"50","إنَّ شَأنَنَا طَوِيْلُ العَنَا","طويل العَنا","مبالغة","مبالغة في وصف المشقة وطول المعاناة في رحلته."
"50","إنْ كُنْتَ لَمَّا تَمَوَّلِ","عَوَى / العَنا","جناس التصريف","تقارب في الصيغة والوزن بين (عوى) و(العنا) مع اختلاف المعنى، مما يضيف جرسًا موسيقيًا قويًا للبيت."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"51","كِلَانَا إذا ما نَالَ شَيْئًا أفَاتَهُ","نال شيئًا أفاته","كناية","كناية عن عدم بقاء الخير في أيديهما، أي أنّهما لا يملكان حفظ ما يصل إليهما من رزق أو مغنم."
"51","ومَنْ يَحْتَرِثْ حَرْثِي وحَرْثَكَ يُهْزَلِ","حرثي وحرثك","جناس الاشتقاق","تقارب اشتقاقي بين الكلمتين (حرثي / حرثك) لإبراز الاشتراك في الحال والمعاناة."
"51","يُهْزَلِ","مبالغة","مبالغة في تصوير شدة الفقر والضيق، حتى إنّ من يحرث لهما يَهْزُل من قلّة العائد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"52","وقد أغتدي والطَّيْرُ في وُكُنَاتِهَا","الطيور في وُكُناتها","كناية","كناية عن الفجر والسكينة؛ تصوير الطيور في أوكارها للدلالة على الصباح الهادئ."
"52","بمنجردٍ قَيْدِ الأوَابِدِ هَيْكَلِ","قيد الأوابد هيكل","استعارة","شبّه ترتيب الطيور في أعشاشها بالهيكل المحكم أو الرباط القوي، للدلالة على النظام والدقة في الطبيعة."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"53","مِكَرٍّ مِفَرٍّ مُقبِلٍ مُدبِرٍ مَعاً","مكرٍّ مفرٍّ مقبلٍ مدبرٍ معاً","جناس التصريف","تقارب لفظي بين الأفعال الأربعة لتأكيد الحركة الشاملة والمتقلبة."
"53","كَجُلمُودِ صَخْرٍ حَطَّهُ السَّيْلُ مِنْ عَلِ","كجلمود صخر","تشبيه","شبّه تراكم الأفعال أو الحركات بجلمود صخر ألقاه السيل، للدلالة على التراكم والقوة."
"53","مكرٍّ مفرٍّ / جلمود صخر","توزيع","توزيع بين الحركة الإنسانية والصخور لتقوية الصورة المجازية للطبيعة القوية.",""
