رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
47,"يظلّ، من خوفه، الملّاحُ معتصماً بالخيزرانةِ، بعد الأين والنجد",معتصماً بالخيزرانة,استعارة,"صوّر الخوف الشديد للملّاح كأنه يتمسّك بالخيزرانة طلبًا للأمان، لتجسيد شدة الفزع والارتجاف."
47,من خوفه,كناية,"كناية عن أثر الخوف على التصرف، أي أن الخوف يسيطر على كل حركاته وسلوكه.",
47,بعد الأين والنجد,توشيع,"توسعة المعنى بتحديد الأماكن التي يمتد إليها الخوف، لتأكيد شمولية الفزع والارتجاف.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
48,"يوماً، بأجود منه سيب نافلة، ولا يحول عطاء اليوم دون غد",أجود منه سيب نافلة,مبالغة,"مبالغة في وصف الكرم، لإبراز كثرة العطاء وجودته."
48,ولا يحول عطاء اليوم دون غد,طباق سلب,"تقابل بين العطاء اليوم والغد لنفي التقييد، لإبراز استمرارية الكرم وعدم نفاد العطاء.",
48,يوماً / غد,توشيع,توسيع المعنى بذكر اليوم والغد لتأكيد ديمومة العطاء.,
,,,,
,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
49,"هذا الثناء، فإن تسمع به حسناً، فلم أعرّض، أبيت اللعن، بالصّفد",فإن تسمع به حسناً,كناية,"كناية عن مدح الشخص واستحسانه، أي أن الثناء يُستقبل بالرضا."
49,"فلم أعرّض، أبيت اللعن",طباق سلب,"تقابل بين الاستقبال الإيجابي للثناء ونفي اللعن، لإبراز حسن النية وعدم الرد السلبي.",
49,بالصّفد,استعارة,"صوّر رفض اللعن والرد السلبي كحماية محكمة، كما يُقيّد بالسّيف أو الصّفد.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
50,"ها إن ذي عذرة إلا تكن نفعت، فإن صاحبها مشارك النكد",إلا تكن نفعت,كناية,"كناية عن قيمة الشيء أو العذرة، أي أنها نافعة ومفيدة بشرط صاحبها."
50,فإن صاحبها مشارك النكد,طباق سلب,"تقابل بين النفع والنكد لإبراز التضاد بين الخير والشر، أي أن صاحبها يشترك في السوء إذا لم يكن نافعًا.",
50,ها إن ذي عذرة,أسلوب إنشائي (نداء/تنبيه),استخدم للتنبيه والتأكيد على أهمية العذرة وفائدتها.,
